Question Description,"Variable Name
(2023)","Variable Name
(2024)","Question Location
(2023)","Question Location
(2024)",Questionnaire Label,Label,2023 Availability,2024 Availability,Both Years
To what degree is each of the following a problem among <fourth grade> students in your school? Cheating,ACBG14D,,ScQ-14d,,School,,✓,,
To what degree is each of the following a problem among <fourth grade> students in your school? Profanity,ACBG14E,,ScQ-14e,,School,,✓,,
To what degree is each of the following a problem among <fourth grade> students in your school? Vandalism,ACBG14F,,ScQ-14f,,School,,✓,,
To what degree is each of the following a problem among <fourth grade> students in your school? Theft,ACBG14G,,ScQ-14g,,School,,✓,,
"To what degree is each of the following a problem among <fourth grade> students in your school? Intimidation or verbal abuse among students (including texting, emailing, etc.)",ACBG14H,,ScQ-14h,,School,,✓,,
To what degree is each of the following a problem among <fourth grade> students in your school? Physical fights among students,ACBG14I,,ScQ-14i,,School,,✓,,
"To what degree is each of the following a problem among <fourth grade> students in your school? Intimidation or verbal abuse of teachers or staff (including texting, emailing, etc.)",ACBG14J,,ScQ-14j,,School,,✓,,
To what degree is each of the following a problem among teachers in your school? Arriving late or leaving early,ACBG15A,,ScQ-15a,,School,,✓,,
To what degree is each of the following a problem among teachers in your school? Absenteeism,ACBG15B,,ScQ-15b,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Recognize most of the letters of the alphabet,ACBG16A,,ScQ-16a,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Read some words,ACBG16B,,ScQ-16b,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Read sentences,ACBG16C,,ScQ-16c,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Write letters of the alphabet,ACBG16D,,ScQ-16d,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Write their names,ACBG16E,,ScQ-16e,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school?  Write words other than their names,ACBG16F,,ScQ-16f,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Count up to 100 or higher,ACBG16G,,ScQ-16g,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Recognize written numbers from 1-10,ACBG16H,,ScQ-16h,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Recognize written numbers higher than 10,ACBG16I,,ScQ-16i,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Write numbers from 1-10,ACBG16J,,ScQ-16j,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Do simple addition,ACBG16K,,ScQ-16k,,School,,✓,,
About how many of the students in your school can do the following when they begin the <first grade> of primary/elementary school? Do simple subtraction,ACBG16L,,ScQ-16l,,School,,✓,,
"By the end of this school year, how many years will you have been a principal altogether?",ACBG17,ACBLG16,ScQ-17,ScQ-16,School,,✓,✓,✓
"By the end of this school year, how many years will you have been a principal at this school?",ACBG18,ACBLG17,ScQ-18,ScQ-17,School,,✓,✓,✓
What is the highest level of formal education you have completed?,ACBG19,ACBLG18,ScQ-19,ScQ-18,School,,✓,✓,✓
"Do you hold the following qualifications or credentials in educational leadership? <Certificate or license>
",ACBG20A,ACBLG19A,ScQ-20a,ScQ-19a,School,,✓,✓,✓
Do you hold the following qualifications or credentials in educational leadership? <Master’s or equivalent level—ISCED Level 7>,ACBG20B,ACBLG19B,ScQ-20b,ScQ-19b,School,,✓,✓,✓
Do you hold the following qualifications or credentials in educational leadership?  <Doctor or equivalent level—ISCED Level 8>,ACBG20C,ACBLG19C,ScQ-20c,ScQ-19c,School,,✓,✓,✓
For how long was your school fully closed for in-person instruction because of the COVID-19 pandemic? <2019 - 2020> school year,ACBG21A,,ScQ-21a,,School,,✓,,
For how long was your school fully closed for in-person instruction because of the COVID-19 pandemic? <2020 - 2021> school year,ACBG21B,,ScQ-21b,,School,,✓,,
For how long was your school fully closed for in-person instruction because of the COVID-19 pandemic? <2021 - 2022> school year,ACBG21C,,ScQ-21c,,School,,✓,,
For how long was your school fully closed for in-person instruction because of the COVID-19 pandemic? <2022 - 2023> school year,ACBG21D,,ScQ-21d,,School,,✓,,
"What is the total enrollment of <fifth grade> students in your school as of <first day of month TIMSS testing begins, 2024>?",ACBG02,ACBLG01,ScQ-02,ScQ-01,School,,✓,✓,✓
Approximately what percentage of students in your school have the following backgrounds? Come from economically disadvantaged homes,ACBG03A,ACBLG02A,ScQ-03a,ScQ-02a,School,,✓,✓,✓
Approximately what percentage of students in your school have the following backgrounds? Come from economically affluent homes,ACBG03B,ACBLG02B,ScQ-03b,ScQ-02b,School,,✓,✓,✓
Approximately what percentage of students in your school have <language of test> as their native language?,ACBG04,ACBLG03,ScQ-04,ScQ-03,School,,✓,✓,✓
For the <fifth grade> students in your school: How many days per year is your school open for instruction?,ACBG06A,ACBLG04A,ScQ-06A,ScQ-04A,School,,✓,✓,✓
"For the <fifth grade> students in your school: What is the total instructional time, excluding breaks, in a typical day? (minutes)",ACBG06B,ACBLG04B,ScQ-06B,ScQ-04B,School,,✓,✓,✓
"For the <fifth grade> students in your school: In one calendar week, how many days is the school open for instruction?",ACBG06C,ACBLG04C,ScQ-06C,ScQ-04C,School,,✓,✓,✓
How many computers (including tablets) does your school have for use by <fifth grade> students?,ACBG07,ACBLG05,ScQ-07,ScQ-05,School,,✓,✓,✓
What access do <fifth grade> students in your school have to computers or tablets? The school has a physical computer lab where teachers can reserve time during class,,ACBLG06A,,ScQ-06a,School,,,✓,
What access do <fifth grade> students in your school have to computers or tablets? The school has a physical computer lab that students can use before or after school or during class breaks,,ACBLG06B,,ScQ-06b,School,,,✓,
What access do <fifth grade> students in your school have to computers or tablets? The school has mobile laptops or tablets that teachers can reserve to use during class,,ACBLG06C,,ScQ-06c,School,,,✓,
What access do <fifth grade> students in your school have to computers or tablets? The school provides laptops or tablets that students can use for class and take home,,ACBLG06D,,ScQ-06d,School,,,✓,
Does your school have a science laboratory that can be used by <fifth grade> students?,ACBG08,ACBLG07,ScQ-08,ScQ-07,School,,✓,✓,✓
"Does your school use an online learning management system to support learning (e.g., teacher-student communication, management of grades, student access to course materials)?",ACBG09,ACBLG08,ScQ-09,ScQ-08,School,,✓,✓,✓
Do students in your school have access to high speed internet?,,ACBLG09,,ScQ-09,School,,,✓,
"How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Instructional materials (e.g., textbooks)",ACBG11AA,ACBLG10AA,ScQ-11Aa,ScQ-10Aa,School,,✓,✓,✓
"How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Supplies (e.g., papers, pencils, materials)",ACBG11AB,ACBLG10AB,ScQ-11Ab,ScQ-10Ab,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: School buildings and grounds,ACBG11AC,ACBLG10AC,ScQ-11Ac,ScQ-10Ac,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Heating/cooling and lighting systems,ACBG11AD,ACBLG10AD,ScQ-11Ad,ScQ-10Ad,School,,✓,✓,✓
"How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Instructional space (e.g., classrooms)",ACBG11AE,ACBLG10AE,ScQ-11Ae,ScQ-10Ae,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Technologically competent staff,ACBG11AF,ACBLG10AF,ScQ-11Af,ScQ-10Af,School,,✓,✓,✓
"How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Audio-visual resources for delivery of instruction (e.g., interactive white boards, digital projectors)",ACBG11AG,ACBLG10AG,ScQ-11Ag,ScQ-10Ag,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Digital devices for student use,ACBG11AH,ACBLG10AH,ScQ-11Ah,ScQ-10Ah,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? General School Resources: Resources for students with disabilities,ACBG11AI,ACBLG10AI,ScQ-11Ai,ScQ-10Ai,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Mathematics Instruction: Teachers with a specialization in mathematics,ACBG11BA,ACBLG10BA,ScQ-11Ba,ScQ-10Ba,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Mathematics Instruction: Computer software/applications for mathematics instruction,ACBG11BB,ACBLG10BB,ScQ-11Bb,ScQ-10Bb,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Mathematics Instruction: Library resources relevant to mathematics instruction,ACBG11BC,ACBLG10BC,ScQ-11Bc,ScQ-10Bc,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Mathematics Instruction: Calculators for mathematics instruction,ACBG11BD,ACBLG10BD,ScQ-11Bd,ScQ-10Bd,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Mathematics Instruction: Concrete objects or materials to help students understand quantities or procedures,ACBG11BE,ACBLG10BE,ScQ-11Be,ScQ-10Be,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Science Instruction: Teachers with a specialization in science,ACBG11CA,ACBLG10CA,ScQ-11Ca,ScQ-10Ca,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Science Instruction: Computer software/applications for science instruction,ACBG11CB,ACBLG10CB,ScQ-11Cb,ScQ-11Cb,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Science Instruction: Library resources relevant to science instruction,ACBG11CC,ACBLG10CC,ScQ-11Cc,ScQ-11Cc,School,,✓,✓,✓
How much is your school's capacity to provide instruction affected by a shortage or inadequacy of the following? Resources for Science Instruction: Science equipment and materials for experiments,ACBG11CD,ACBLG10CD,ScQ-11Cd,ScQ-11Cd,School,,✓,✓,✓
